Time,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,AIC fold,AIC hopf
127.0,0.0881085770150157,0.07651718162352564,-0.8996782316952536,0.8496760612024932,2.7831757060353043e-24,1.0
127.5,0.08959396474896202,0.07336019780475497,-0.8934104131072038,0.8451306913342936,,
128.0,0.09068536888062005,0.08043081609926024,-0.893702633366735,0.8359037995792786,,
128.5,0.09246749321355491,0.07916044575826336,-0.8930536966451207,0.8229158814920199,,
129.0,0.09430909353207577,0.0817028950141013,-0.8925023888996438,0.8217852113796326,,
129.5,0.09578237627831475,0.07940457981405283,-0.8928467014385569,0.8202472719472492,6.472114414029564e-24,1.0
130.0,0.09773117183627864,0.08664016958864745,-0.8915772875837332,0.8173820075722509,,
130.5,0.0999125472336766,0.08474833486813814,-0.8900040506798277,0.816230948401827,,
131.0,0.10141057452036399,0.09222116577412379,-0.8868279798654303,0.8098544457196386,,
131.5,0.10320854833415476,0.08867379251880783,-0.8862070852125736,0.805134226148416,,
132.0,0.10462154500368603,0.09928563239649427,-0.884665047946642,0.7966090447694054,2.1121677329729194e-24,1.0
132.5,0.10633425728028242,0.09505778102188767,-0.8831782782785881,0.7910034720906276,,
133.0,0.10899084568447741,0.10287949553816764,-0.8831523739287999,0.7851128581388148,,
133.5,0.11069562413468748,0.09868341715562694,-0.8811804791177735,0.7785457298886242,,
134.0,0.1132325533379059,0.10515722208214798,-0.8794799510375215,0.7762138648455711,,
134.5,0.11400612156188716,0.1105285043895026,-0.870637527685709,0.7641497180883358,1.7722374762058107e-24,1.0
135.0,0.11621130501494767,0.10721327367294371,-0.8711506716678779,0.760537735597991,,
135.5,0.1175372719673452,0.11513501544363713,-0.8676313566103152,0.7449001916097966,,
136.0,0.11941976128216321,0.10851996381043102,-0.8690582815072764,0.7451806451450783,,
136.5,0.12135324685049495,0.12081635670009805,-0.8652602447546114,0.7367235244371246,,
137.0,0.1222776081347455,0.11464099311643164,-0.8603214643801435,0.7320003339042092,1.8004084171736162e-25,1.0
137.5,0.12479783360086019,0.12180412008795587,-0.8601194390386612,0.7299298043629444,,
138.0,0.12502460773800994,0.1290541262923521,-0.8512920786763516,0.7119456892704735,,
138.5,0.12702161460366163,0.12016447256455096,-0.8550621586400504,0.7135636600599818,,
139.0,0.12861163384805618,0.1360454915487025,-0.851878940295283,0.6931289473535491,,
139.5,0.13070644509810697,0.1239336903018085,-0.8478420413514168,0.6920419147868064,9.747666376656987e-25,1.0
140.0,0.13300573186763867,0.13622877056763413,-0.8489431853071828,0.6879800317055967,,
140.5,0.1346854727157913,0.14191039456579316,-0.8384761877616418,0.6698097938799318,,
141.0,0.13677834478997092,0.13785147465436903,-0.8382316732873255,0.6704809312439519,,
141.5,0.13828609547949838,0.1495862873373905,-0.8336690119336595,0.6485945855184958,,
142.0,0.1387781649018282,0.1443220469120245,-0.8319809271523942,0.6454906322300176,4.5879372891549277e-26,1.0
142.5,,,,,,
143.0,,,,,,
143.5,,,,,,
144.0,,,,,,
144.5,,,,,,
145.0,,,,,,
145.5,,,,,,
146.0,,,,,,
146.5,,,,,,
147.0,,,,,,
147.5,,,,,,
148.0,,,,,,
148.5,,,,,,
149.0,,,,,,
149.5,,,,,,
